id,user,created_at,lang,full_text
1100771931345817600,KhSaad_Rafique,Wed Feb 27 14:57:34 +0000 2019,ur,"انڈین جارحیت کے مقابلے میں پوری قوم متحد،یک آواز ہے۔خواجہ سعد رفیق کی بھی شدید خواہش تھی وہ کل پارلیمنٹ کے مشترکہ اجلاس میں اظہار خیال کریں،لیکن نجانے کونسی انتقامی ذہنیت ہے کہ اس موقع پر بھی پروڈکشن آرڈر جاری نہیں ہونے دیئے جارہے۔انتہائی قابل افسوس اور شرمناک رویہ ہے۔
#Admin"
1100684941753495552,KhSaad_Rafique,Wed Feb 27 09:11:54 +0000 2019,ur,"بزدل ہمیشہ اندھیرے میں وار کرتے ہیں،بہادر دن کی روشنی میں تارے دِکھاتے ہیں۔انڈیا سمجھ لے کہ یہ تو صرف آغاز ہے۔مودی نے صرف سیاسی مقاصد کے لیے جو خوفناک راستہ چنا ہے، وہ تباہی کے سوا کچھ نہیں۔ بہت جلد اسے اندازہ ہوجائے گا۔
#TeamKhawaja"
1099942803411529728,KhSaad_Rafique,Mon Feb 25 08:02:54 +0000 2019,ur,"قومی اسمبلی میں تمام اپوزیشن جماعتوں کامتفقہ مطالبہ تھا کہ خواجہ سعدرفیق کے پروڈکشن آرڈر جاری کیے جائیں،لیکن آخروہ کونسا خوف ہے کہ حکومت اور پی ٹی آئی کویہ قانونی حق دینے سے بھی روکتا ہے۔قانون کی پامالی کے یہ مناظر پوری قوم دیکھ رہی ہے۔اس کا حساب دیناپڑے گا جلد یابدیر۔
#admin"
1099674615041921024,KhSaad_Rafique,Sun Feb 24 14:17:13 +0000 2019,ur,"سیاسی اختلافات اپنی جگہ، لیکن انڈیا کے جنگی جنون کے مقابلے میں ہم پوری قوم متحد ہیں۔ ہم امن کے خواہش مند ہیں، جنگ کا مقابلہ بھی مگر ہمیں ہماری تاریخ اور دین نے سکھایا ہے۔ انڈیا کی جنگ زدہ ذہنیت کو اس کا احساس ضرور ہوگا۔
#TeamKhawaja"
1095626403700269057,KhSaad_Rafique,Wed Feb 13 10:11:05 +0000 2019,ur,"مہنگائی کو روئیں توجواب ملتا ہے مک مکانہیں ہونے دینگے۔گیس کی بدترین اووربلنگ کاشکوہ ہوتوجواب آتاہے:این آر او نہیں ملےگا۔آئی ایم ایف کی تذلیل آمیزخفیہ شرائط پرسوال اٹھائیں توکہتے ہیں پچھلی حکومتیں تیس ہزار ارب قرض چھوڑ گئیں۔آخر کب تک حقائق سے منہ چھپاتے رہینگے؟
#TeamKhawaja"
1095005872714117120,KhSaad_Rafique,Mon Feb 11 17:05:18 +0000 2019,ur,"ہر شہر،ہرگاؤں سے گیس بلوں پر چیخیں اٹھنے لگیں۔جن کا بل سردیوں میں پانچ سو تھا،اب دس دس ہزارآرہے ہیں۔بیشمارمثالیں ایسوں کی،جنہیں تیس ہزار کے بل بھی آئے۔قوم کوپریشان کیے رکھنانااہل حکومت کاوطیرہ بن چکا۔چھ ماہ میں بدترین کارکردگی سے قوم کو رُلاکر اپناوعدہ پوراکردیا۔
#TeamKhawaja"
1094642051617120257,KhSaad_Rafique,Sun Feb 10 16:59:37 +0000 2019,ur,"آئی ایم ایف سے قرض لیناجرم نہیں،لیکن آج وزیراعظم کوبنفس نفیس آئی ایم ایف سربراہ کے سامنے دست بستہ دیکھ کر ہول سے اٹھے۔یہ وہی ہیں نا جوقرض لینے پرخودکشی کو ترجیح دیتے تھے۔واقعی دنیاگول ہے۔کس قدر جلدانسان امتحان کے اس مقام پر آکھڑا ہوجاتاہے۔فاعتبروایااولی الابصار
#TeamKhawaja"
1094590311202992128,KhSaad_Rafique,Sun Feb 10 13:34:01 +0000 2019,ur,"چئیرمین پی اے سی کے معاملے پر پی ٹی آئی جو کچھ کررہی ہے، اس سے اس کے بچکانہ پن پر مہر تصدیق ثبت ہوگئی ہے۔ وہی بچوں والا انداز، ذرا سی ناراضی پر اپنے کھلونے واپس مانگنا اور آسمان سر پر اٹھالینا۔ پی ٹی آئی اب کچھ تو سنجیدگی کا مظاہرہ کرے۔
#TeamKhawaja"
1094216448929685504,KhSaad_Rafique,Sat Feb 09 12:48:25 +0000 2019,ur,"حکومت نے خاموشی کے ساتھ شرح نمو میں کمی کردی۔ن لیگ کی حکومت میں یہ 5 اعشاریہ8، جبکہ اب 5اعشاریہ 2 فیصد کردیا۔معیشت کا حجم سکڑنے اور بجٹ خسارے میں بدترین اضافہ یقینی ہوگا۔چھ ماہ کی بدترین کارکردگی نے عوام کی چیخیں نکال دیں،مزید کتنا اس قوم کا امتحان لیا جائے گا۔
#TeamKhawaja"
1093893646263468032,KhSaad_Rafique,Fri Feb 08 15:25:43 +0000 2019,ur,"پاکستان کے اندرونی معاملات سے متعلق افغان صدر کی ٹویٹ ناقابلِ تسلیم۔ افغانستان ہماری سرزمین کے کسی خطے کی فکر کے بجائے اپنے ملک کو لاحق خطرات پر توجہ دے تو زیادہ بہتر۔چھوٹے موٹے اختلافات اپنی جگہ،مگر ایسی کسی بھی حرکت کی اجازت کسی کو نہیں دیں گے۔
#TeamKhawaja"
1093507033628901378,KhSaad_Rafique,Thu Feb 07 13:49:27 +0000 2019,ur,"خواجہ سعد رفیق نے دو ماہ پہلے ہی اسمبلی کے فلور پر علیم خان سے متعلق پیشگوئی کردی تھی۔ مگر اسے دیوانے کی بڑ سمجھا گیا۔اب بھی وقت ہے حکومت نیب قوانین پر سنجیدگی کے ساتھ غور کرے۔خود انتقامی سیاست سے تائب ہوجائے ورنہ وہ وقت دور نہیں جب اس طوفان سے کوئی بھی محفوظ نہیں رہے گا
#Admin"
